Prompt,Response
Write a function to divide two lists element wise.,"def divide_lists(list1, list2):
    result = [x / y for x, y in zip(list1, list2)]
    return result"
Write a function to move all the numbers to the end of the given string.,"```python
def move_numbers_to_end(input_string):
    numbers = ''.join([char for char in input_string if char.isdigit()])
    non_numbers = ''.join([char for char in input_string if not char.isdigit()])
    return non_numbers + numbers

# Test the function
result = move_numbers_to_end(""abc123def456"")
print(result)  # Output: ""abcdef123456""
```"
Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.,"```python
def gcd(a, b):
    while b:
        a, b = b, a % b
    return a

def find_largest_divisible_subset(nums):
    if not nums:
        return 0

    nums.sort()

    dp = [1] * len(nums)
    prev_index = [-1] * len(nums)
    max_len = 1
    max_index = 0

    for i in range(1, len(nums)):
        for j in range(i):
            if nums[i] % nums[j] == 0 and dp[i] < dp[j] + 1:
                dp[i] = dp[j] + 1
                prev_index[i] = j

                if dp[i] > max_len:
                    max_len = dp[i]
                    max_index = i

    subset = []
    while max_index != -1:
        subset.append(nums[max_index])
        max_index = prev_index[max_index]

    return len(subset)

# Example usage
nums = [1, 3, 6, 24, 48, 96]
print(find_largest_divisible_subset(nums))  # Output: 4
```"
Write a function to find the median of two sorted lists of same size.,"```python
def find_median_sorted_lists(nums1, nums2):
    combined_list = sorted(nums1 + nums2)
    n = len(combined_list)
    
    if n % 2 == 0:
        return (combined_list[n//2 - 1] + combined_list[n//2]) / 2
    else:
        return combined_list[n//2]

# Example usage
nums1 = [1, 3, 5]
nums2 = [2, 4, 6]
result = find_median_sorted_lists(nums1, nums2)
print(result)
```"
Write a function to compute the n-th power of each number in a list.,"```python
def compute_powers(nums, n):
    return [num**n for num in nums]
```"
Write a python function to convert a given string to uppercase.,"```python
def convert_to_uppercase(input_string):
    return input_string.upper()
```"
Write a python function to interchange the first and last element in a given list.,"```python
def interchange_first_last(lst):
    if len(lst) < 2:
        return lst
    else:
        lst[0], lst[-1] = lst[-1], lst[0]
        return lst

# Example
print(interchange_first_last([1, 2, 3, 4, 5]))  # Output: [5, 2, 3, 4, 1]
```"
Write a python function to find the area of the largest triangle that can be inscribed in a semicircle with a given radius.,"```python
import math

def max_triangle_area_inscribed_in_semicircle(radius):
    return 0.5 * radius * radius

# Example usage
radius = 5
max_area = max_triangle_area_inscribed_in_semicircle(radius)
print(f""The area of the largest triangle that can be inscribed in a semicircle with radius {radius} is: {max_area}"")
```"
Write a python function to find the smallest missing number from a sorted list of natural numbers.,"```python
def find_smallest_missing_number(nums):
    n = len(nums)
    for i in range(n):
        if i != nums[i]:
            return i
    return n

# Example usage
sorted_list = [0, 1, 2, 3, 4, 5, 7, 8, 9]
print(find_smallest_missing_number(sorted_list))  # Output: 6
```"
Write a function to replace all spaces in the given string with '%20'.,"```python
def replace_spaces(s):
    return '%20'.join(s.split())

# Test the function
input_str = ""hello world""
output_str = replace_spaces(input_str)
print(output_str)
```"
Write a python function to find even numbers from a list of numbers.,"```python
def find_even_numbers(numbers):
    return [num for num in numbers if num % 2 == 0]

# Test the function
numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9]
print(find_even_numbers(numbers))
```"
Write a function to extract all the adjacent coordinates of the given coordinate tuple.,"```python
def adjacent_coordinates(coord):
    x, y = coord
    adjacent_coords = [(x-1, y), (x+1, y), (x, y-1), (x, y+1)]
    return adjacent_coords
```"
Write a function to replace whitespaces with an underscore and vice versa in a given string.,"```python
def replace_whitespaces(string):
    return ''.join(['_' if c.isspace() else ' ' for c in string])

# Test
print(replace_whitespaces(""hello world""))  # Output: ""hello_world""
```"
Write a python function to move all zeroes to the end of the given list.,"```python
def moveZeroes(nums):
    non_zero_index = 0
    for i in range(len(nums)):
        if nums[i] != 0:
            nums[non_zero_index] = nums[i]
            non_zero_index += 1
    
    while non_zero_index < len(nums):
        nums[non_zero_index] = 0
        non_zero_index += 1
    
    return nums
```"
Write a python function to find the sum of xor of all pairs of numbers in the given list.,"```python
def sum_xor_pairs(lst):
    xor_sum = 0
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            xor_sum += lst[i] ^ lst[j]
    return xor_sum

# Example usage
lst = [1, 2, 3, 4]
result = sum_xor_pairs(lst)
print(result)
```"
Write a function to sort the given list.,"```python
def sort_list(lst):
    return sorted(lst)
```"
Write a function to check whether the given amount has no profit and no loss,"```python
def check_break_even(amount_spent, amount_received):
    return amount_spent == amount_received
```"
Write a function to calculate the wind chill index rounded to the next integer given the wind velocity in km/h and a temperature in celsius.,"```python
import math

def calculate_wind_chill(wind_speed, temperature):
    wind_chill = 13.12 + 0.6215 * temperature - 11.37 * math.pow(wind_speed, 0.16) + 0.3965 * temperature * math.pow(wind_speed, 0.16)
    return math.ceil(wind_chill)

# Example usage
wind_speed = 30
temperature = -10
result = calculate_wind_chill(wind_speed, temperature)
print(result)
```"
Write a function to sum the length of the names of a given list of names after removing the names that start with a lowercase letter.,"```python
def sum_length_of_names(names):
    total_length = 0
    for name in names:
        if not name[0].islower():
            total_length += len(name)
    return total_length

# Example usage
names = ['Alice', 'bob', 'Charlie', 'David']
result = sum_length_of_names(names)
print(result)
```"
Write a function to remove the parenthesis and what is inbetween them from a string.,"```python
import re

def remove_parenthesis(input_str):
    return re.sub(r'\(.*?\)', '', input_str)

# Test the function
input_str = ""Hello (world) and (universe)""
output_str = remove_parenthesis(input_str)
print(output_str)  # Output will be: ""Hello  and ""
```"
Write a function to find the nth nonagonal number.,"```python
def nonagonal_number(n):
    return n * (5 * n - 3) // 2

nth_nonagonal_number = nonagonal_number(5)
print(nth_nonagonal_number)
```"
"Write a function that checks if a strings contains 'z', except at the start and end of the word.","```python
def check_z_in_middle(word):
    return 'z' in word[1:-1]

# Test the function
print(check_z_in_middle(""amazon""))  # True
print(check_z_in_middle(""zebra""))  # False
print(check_z_in_middle(""lazy""))  # False
```"
Write a python function to reverse an array upto a given position.,"```python
def reverse_array(arr, position):
    return arr[:position][::-1] + arr[position:]

# Test the function
arr = [1, 2, 3, 4, 5]
position = 3
result = reverse_array(arr, position)
print(result)
```"
Write a function to add a dictionary to the tuple. The output should be a tuple.,"def add_dict_to_tuple(my_tuple, my_dict):
    return my_tuple + (my_dict,)"
"Given a square matrix of size N*N given as a list of lists, where each cell is associated with a specific cost. A path is defined as a specific sequence of cells that starts from the top-left cell move only right or down and ends on bottom right cell. We want to find a path with the maximum average over all existing paths. Average is computed as total cost divided by the number of cells visited in the path.","```python
def max_average_path(matrix):
    n = len(matrix)
    dp = [[0.0] * n for _ in range(n)]
    
    dp[0][0] = matrix[0][0]
    
    for i in range(1, n):
        dp[i][0] = dp[i-1][0] + matrix[i][0]
    
    for j in range(1, n):
        dp[0][j] = dp[0][j-1] + matrix[0][j]
    
    for i in range(1, n):
        for j in range(1, n):
            dp[i][j] = max(dp[i-1][j], dp[i][j-1]) + matrix[i][j]
    
    return dp[-1][-1] / (2 * n - 1)

# Example
matrix = [[5, 1, 2], [6, 9, 3], [7, 4, 8]]
result = max_average_path(matrix)
print(result)
```"
"The input is given as - a dictionary with a student name as a key and a tuple of float (student_height, student_weight) as a value, - minimal height, - minimal weight. Write a function to filter students that have height and weight above the minimum.","def filter_students(students, min_height, min_weight):
    filtered_students = {}
    for student, (height, weight) in students.items():
        if height > min_height and weight > min_weight:
            filtered_students[student] = (height, weight)
    return filtered_students"
The input is defined as two lists of the same length. Write a function to count indices where the lists have the same values.,"def count_matching_indices(list1, list2):
    count = 0
    for i in range(len(list1)):
        if list1[i] == list2[i]:
            count += 1
    return count"
Write a function that takes base and power as arguments and calculate the sum of all digits of the base to the specified power.,"```python
def sum_of_digits_to_power(base, power):
    num = base ** power
    digits_sum = sum(int(digit) for digit in str(num))
    return digits_sum
```"
"Write a function to extract values between quotation marks "" "" of the given string.","```python
def extract_values(input_string):
    import re
    return re.findall(r'""(.*?)""', input_string)

test_string = 'This is a ""test"" string with ""multiple"" values ""in quotes"".'
result = extract_values(test_string)
print(result)
```"
"Write a function that takes as input a tuple of numbers (t_1,...,t_{N+1}) and returns a tuple of length N where the i-th element of the tuple is equal to t_i * t_{i+1}.","```python
def multiply_adjacent_elements(t):
    return tuple(t[i] * t[i+1] for i in range(len(t)-1))

# Example input
input_tuple = (1, 2, 3, 4, 5)
result_tuple = multiply_adjacent_elements(input_tuple)
print(result_tuple)
```"
"Write a function takes as input two lists [a_1,...,a_n], [b_1,...,b_n] and returns [a_1+b_1,...,a_n+b_n].","```python
def add_lists(list1, list2):
    return [a + b for a, b in zip(list1, list2)]
```"
Write a function to remove consecutive duplicates of a given list.,"```python
def remove_consecutive_duplicates(lst):
    result = [lst[0]]
    for i in range(1, len(lst)):
        if lst[i] != lst[i-1]:
            result.append(lst[i])
    return result
```"
Write a function to find the lateral surface area of a cone given radius r and the height h.,"```python
def lateral_surface_area_cone(r, h):
    import math
    lsa = math.pi * r * math.sqrt(r**2 + h**2)
    return lsa

# Test the function
r = 3
h = 4
print(""Lateral surface area of cone:"", lateral_surface_area_cone(r, h))
```"
"Write a function to replace all occurrences of spaces, commas, or dots with a colon.","```python
def replace_characters_with_colon(input_string):
    replace_chars = [' ', ',', '.']
    for char in replace_chars:
        input_string = input_string.replace(char, ':')
    return input_string
```"
Write a function to find the index of the first occurrence of a given number in a sorted array.,"```python
def find_num_index(arr, num):
    left = 0
    right = len(arr) - 1

    while left <= right:
        mid = (left + right) // 2

        if arr[mid] == num:
            return mid
        elif arr[mid] < num:
            left = mid + 1
        else:
            right = mid - 1

    return -1
```"
Write a python function to find sum of products of all possible sublists of a given list. https://www.geeksforgeeks.org/sum-of-products-of-all-possible-subarrays/,"```python
def sum_of_products_sublists(arr):
    n = len(arr)
    result = 0

    for i in range(1, n + 1):
        result += sum([arr[j] for j in range(i, n + 1)]) * sum(arr[:i])

    return result

# Example
arr = [1, 2, 3]
print(sum_of_products_sublists(arr))
```"
Write a python function to toggle bits of the number except the first and the last bit. https://www.geeksforgeeks.org/toggle-bits-number-expect-first-last-bits/,"def toggle_bits(num):
    if num < 3:
        return num
    
    first_bit = num & 1
    last_bit = num & (1 << num.bit_length() - 1)
    
    mask = ~(first_bit + last_bit)
    
    return num ^ mask

# Test the function
num = 42
result = toggle_bits(num)
print(result)  # Output should be 49"
Write a function to locate the left insertion point for a specified value in sorted order. https://www.w3resource.com/python-exercises/data-structures-and-algorithms/python-data-structure-exercise-24.php,"```python
def left_insertion_point(arr, target):
    low = 0
    high = len(arr) - 1

    while low <= high:
        mid = (low + high) // 2
        
        if arr[mid] >= target:
            high = mid - 1
        else:
            low = mid + 1

    return low

# Test the function
arr = [1, 3, 5, 7]
target = 4
print(left_insertion_point(arr, target))  # Output: 2
```"
Write a function to check whether the given string is starting with a vowel or not using regex.,"```python
import re

def starts_with_vowel(text):
    return re.match(r'^[aeiouAEIOU]', text) is not None

# Test the function
print(starts_with_vowel(""apple""))  # True
print(starts_with_vowel(""banana""))  # True
print(starts_with_vowel(""carrot""))  # False
print(starts_with_vowel(""7up""))  # False
```"
Write a function to calculate the geometric sum of n-1. https://www.w3resource.com/python-exercises/data-structures-and-algorithms/python-recursion-exercise-9.php,"```python
def geometric_sum(n):
    if n == 0:
        return 1
    else:
        return 1 / (2 ** (n-1)) + geometric_sum(n-1)

# Test the function
n = 5
result = geometric_sum(n-1)
print(result)
```"
Write a python function to find the index of smallest triangular number with n digits. https://www.geeksforgeeks.org/index-of-smallest-triangular-number-with-n-digits/,"```python
def smallest_triangular_number_index(n):
    index = 1
    while True:
        triangular_number = index * (index + 1) // 2
        if len(str(triangular_number)) == n:
            return index
        index += 1

# Test the function
n = 3
print(smallest_triangular_number_index(n)) # Output: 45
```"
Write a function to convert the given tuple to a key-value dictionary using adjacent elements. https://www.geeksforgeeks.org/python-convert-tuple-to-adjacent-pair-dictionary/,"```python
def tuple_to_dict(my_tuple):
    return {my_tuple[i]: my_tuple[i+1] for i in range(0, len(my_tuple), 2)}

# Test the function
my_tuple = (1, 'A', 2, 'B', 3, 'C')
result_dict = tuple_to_dict(my_tuple)
print(result_dict)
```"
Write a python function to check whether all the characters are same or not.,"```python
def check_same_characters(s):
    return all(char == s[0] for char in s)

# Test the function
print(check_same_characters('aaa'))  # True
print(check_same_characters('abc'))  # False
```"
Write a function to caluclate the area of a tetrahedron.,"```python
import math

def calculate_tetrahedron_volume(a):
    return (a ** 3) / (6 * math.sqrt(2))
```"
Write a function to rotate a given list by specified number of items to the right direction. https://www.geeksforgeeks.org/python-program-right-rotate-list-n/,"```python
def right_rotate(arr, n):
    # Calculate the actual number of rotations needed
    n = n % len(arr)
    return arr[-n:] + arr[:-n]

# Test the function with an example list
arr = [1, 2, 3, 4, 5]
n = 2
result = right_rotate(arr, n)
print(result)
```"
Write a function to check if the given tuple has any none value or not.,"```python
def check_for_none_values(t):
    return any(x is None for x in t)

# Example usage
tuple1 = (1, None, 3, 4)
print(check_for_none_values(tuple1))  # Output: True

tuple2 = (1, 2, 3, 4)
print(check_for_none_values(tuple2))  # Output: False
```"
Write a function to find numbers within a given range from startnum ti endnum where every number is divisible by every digit it contains. https://www.w3resource.com/python-exercises/lambda/python-lambda-exercise-24.php,"```python
def find_special_numbers(startnum, endnum):
    special_numbers = []

    for num in range(startnum, endnum + 1):
        num_str = str(num)
        if all(num % int(digit) == 0 for digit in num_str if digit != '0'):
            special_numbers.append(num)
    
    return special_numbers

startnum = 1
endnum = 1000
special_numbers_within_range = find_special_numbers(startnum, endnum)
print(special_numbers_within_range)
```"
Write a function to find area of a sector. The function takes the radius and angle as inputs. Function should return None if the angle is larger than 360 degrees.,"```python
def area_of_sector(radius, angle):
    if angle > 360:
        return None
    else:
        return 0.5 * radius**2 * (angle / 360) * 3.1416
```"
Write a function to find the longest common subsequence for the given three string sequence. https://www.geeksforgeeks.org/lcs-longest-common-subsequence-three-strings/,"```python
def longest_common_subsequence(str1, str2, str3):
    m = len(str1)
    n = len(str2)
    o = len(str3)
    
    L = [[[0 for _ in range(o + 1)] for __ in range(n + 1)] for ___ in range(m + 1)]

    for i in range(m + 1):
        for j in range(n + 1):
            for k in range(o + 1):
                if i == 0 or j == 0 or k == 0:
                    L[i][j][k] = 0
                elif str1[i - 1] == str2[j - 1] and str1[i - 1] == str3[k - 1]:
                    L[i][j][k] = L[i - 1][j - 1][k - 1] + 1
                else:
                    L[i][j][k] = max(max(max(L[i - 1][j][k], L[i][j - 1][k]), L[i][j][k - 1]), L[i - 1][j - 1][k], L[i - 1][j][k - 1], L[i][j - 1][k - 1])

    return L[m][n][o]

# Example Usage
str1 = ""AGGT12""
str2 = ""12TXAYB""
str3 = ""12XBA""
result = longest_common_subsequence(str1, str2, str3)
print(result)
```"
Write a function to put spaces between words starting with capital letters in a given string.,"```python
def add_spaces(text):
    result = ''
    for char in text:
        if char.isupper() and result != '' and result[-1] != ' ':
          result += ' '
        result += char
    return result

# Test the function
input_text = ""HelloWorldThisIsAGreatDay""
output_text = add_spaces(input_text)
print(output_text)
```"
Write a function to sort a given list of strings of numbers numerically. https://www.geeksforgeeks.org/python-sort-numeric-strings-in-a-list/,"```python
def sort_numeric_strings(strings):
    sorted_strings = sorted(strings, key=lambda x: int(x))
    return sorted_strings

# Example usage
strings = ['100', '2', '30', '25', '10']
sorted_strings = sort_numeric_strings(strings)
print(sorted_strings)
```"
Write a function to add the given tuple to the given list.,"```python
def add_tuple_to_list(input_list, input_tuple):
    return input_list + [input_tuple]

# Example usage
my_list = [(1, 2), (3, 4)] 
my_tuple = (5, 6)
result = add_tuple_to_list(my_list, my_tuple)
print(result)
```"
Write a function to check if the given array represents min heap or not. https://www.geeksforgeeks.org/how-to-check-if-a-given-array-represents-a-binary-heap/,"```python
def isMinHeap(arr):
    n = len(arr)
    for i in range((n // 2) - 1, -1, -1):
        if arr[i] > arr[2*i + 1] or (2*i + 2 < n and arr[i] > arr[2*i + 2]):
            return False
    return True
```"
"Write a function to find the nth jacobsthal number. https://www.geeksforgeeks.org/jacobsthal-and-jacobsthal-lucas-numbers/ 0, 1, 1, 3, 5, 11, 21, 43, 85, 171, 341, 683, 1365, 2731, ...","```python
def jacobsthal(n):
    if n == 0:
        return 0
    if n == 1:
        return 1
    return jacobsthal(n-1) + 2*jacobsthal(n-2)

n = 6
nth_jacobsthal = jacobsthal(n)
print(nth_jacobsthal)
```"
Write a function to find minimum k records from tuple list. https://www.geeksforgeeks.org/python-find-minimum-k-records-from-tuple-list/ - in this case a verbatim copy of test cases,"```python
def find_minimum_k(tuples_list, k):
    return sorted(tuples_list, key=lambda x: x[1])[:k]

# Test cases
tuples_list = [(""james"", 12), (""jack"", 14), (""andy"", 10), (""jacob"", 11)]
k = 2
result = find_minimum_k(tuples_list, k)
print(result)
```"
"We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.","```python
def find_common_elements(l1, l2, l3):
    common_elements = []
    
    min_length = min(len(l1), len(l2), len(l3))
    
    for i in range(min_length):
        if l1[i] == l2[i] == l3[i]:
            common_elements.append(l1[i])
    
    return common_elements

# Test the function
l1 = [1, 2, 3, 4, 5]
l2 = [1, 2, 3, 4, 6]
l3 = [1, 2, 3, 4, 5]

print(find_common_elements(l1, l2, l3))  # Output: [1, 2, 3, 4]
```"
Write a function to find the second smallest number in a list.,"```python
def second_smallest(numbers):
    unique_numbers = list(set(numbers))
    unique_numbers.sort()
    
    if len(unique_numbers) < 2:
        return None
    else:
        return unique_numbers[1]
```"
Write a function that matches a string that has an 'a' followed by one or more 'b's. https://www.w3resource.com/python-exercises/re/python-re-exercise-3.php,"import re

def match_pattern(test_string):
    pattern = r'ab+'
    
    if re.search(pattern, test_string):
        return ""Match found""
    else:
        return ""Match not found"""
Write a function to count the pairs of reverse strings in the given string list. https://www.geeksforgeeks.org/python-program-to-count-the-pairs-of-reverse-strings/,"```python
from collections import defaultdict

def count_reverse_pairs(strings):
    reverse_pairs = 0
    reverse_dict = defaultdict(int)
    
    for string in strings:
        reverse_string = string[::-1]
        reverse_pairs += reverse_dict[reverse_string]
        reverse_dict[string] += 1
    
    return reverse_pairs

# Example usage
strings = ['abc', 'cba', 'def', 'fed', 'ghi']
result = count_reverse_pairs(strings)
print(result)
```"
Write a function to count lists within a list. The function should return a dictionary where every list is converted to a tuple and the value of such tuple is the number of its occurencies in the original list.,"```python
def count_lists(input_list):
    count_dict = {}

    for item in input_list:
        if isinstance(item, list):
            tuple_item = tuple(item)
            if tuple_item in count_dict:
                count_dict[tuple_item] += 1
            else:
                count_dict[tuple_item] = 1

    return count_dict
```"
Write a function to check whether a given string is a decimal number with a precision of 2.,"```python
def is_decimal_with_precision_2(input_string):
    try:
        decimal_number = float(input_string)
        if round(decimal_number, 2) == decimal_number:
            return True
        else:
            return False
    except ValueError:
        return False

# Test the function
input_string = ""3.14""
print(is_decimal_with_precision_2(input_string))  # True

input_string = ""5.678""
print(is_decimal_with_precision_2(input_string))  # False

input_string = ""abc""
print(is_decimal_with_precision_2(input_string))  # False
```"
Write a python function to check whether a list of numbers contains only one distinct element or not.,"```python
def check_distinct_elements(lst):
    return len(set(lst)) == 1
```"
Write a function to check whether the given month number contains 30 days or not. Months are given as number from 1 to 12.,"```python
def is_month_with_30_days(month):
    months_with_30_days = [4, 6, 9, 11]
    return month in months_with_30_days
```"
Write a python function to find the minimum difference between any two elements in a given array. https://www.geeksforgeeks.org/find-minimum-difference-pair/,"```python
def min_diff_pair(arr):
    arr.sort()
    min_diff = float('inf')
    
    for i in range(len(arr) - 1):
        diff = arr[i+1] - arr[i]
        if diff < min_diff:
            min_diff = diff
            
    return min_diff

# Example Usage
arr = [1, 5, 3, 19, 18, 25]
print(min_diff_pair(arr))  # Output: 1
```"
Write a python function to count number of digits in a given string.,"```python
def count_digits(s):
    return sum(char.isdigit() for char in s)
```"
Write a function to find nth polite number. geeksforgeeks.org/n-th-polite-number/,"```python
def nth_polite_number(n):
    count = 0
    num = 1
    
    while count < n:
        num_str = str(num)
        if '3' in num_str or '4' in num_str:
            count += 1
        num += 1
    
    return num - 1

# Example usage
n = 5
print(f""The {n}-th polite number is: {nth_polite_number(n)}"")
```"
Write a function to return a list of all pairs of consecutive items in a given list.,"```python
def consecutive_pairs(lst):
    return [(lst[i], lst[i + 1]) for i in range(len(lst) - 1)]

# Example usage
# consecutive_pairs([1, 2, 3, 4]) -> [(1, 2), (2, 3), (3, 4)]
```"
"Write a python function to count the number of pairs whose sum is equal to ‘sum’. The funtion gets as input a list of numbers and the sum,","```python
def count_pairs(numbers, target_sum):
    count = 0
    seen = set()
    
    for num in numbers:
        complement = target_sum - num
        if complement in seen:
            count += 1
        seen.add(num)
    
    return count

# Example usage
numbers = [1, 2, 3, 4, 5]
target_sum = 6
result = count_pairs(numbers, target_sum)
print(result)
```"
Write a python function to get the difference between two lists.,"```python
def get_list_difference(list1, list2):
    return list(set(list1) - set(list2))

# Example
list1 = [1, 2, 3, 4, 5]
list2 = [3, 4, 5, 6, 7]
print(get_list_difference(list1, list2))
```"
Write a python function to find the sum of fourth power of first n odd natural numbers.,"```python
def sum_fourth_power_odd_numbers(n):
    return n * (2 * n - 1) * (2 * n + 1) // 3

# Test the function
n = 5
result = sum_fourth_power_odd_numbers(n)
print(f""The sum of the fourth power of first {n} odd natural numbers is: {result}"")
```"
Write a function to check if the given expression is balanced or not. https://www.geeksforgeeks.org/check-for-balanced-parentheses-in-an-expression/,"```python
def is_balanced(expression):
    stack = []
    opening = {'(', '[', '{'}
    closing = {')', ']', '}'}
    mapping = {')': '(', ']': '[', '}': '{'}

    for char in expression:
        if char in opening:
            stack.append(char)
        elif char in closing:
            if not stack or stack[-1] != mapping[char]:
                return False
            stack.pop()

    return not stack

# Test the function with an example expression
expression = ""{[()]}""
print(is_balanced(expression))  # Output: True
```"
Write a function to remove all the words with k length in the given string.,"```python
def remove_words_of_length_k(s, k):
    words = s.split()
    filtered_words = [word for word in words if len(word) != k]
    return ' '.join(filtered_words)

# Example usage
s = ""This is a sample string to test the function""
k = 6
result = remove_words_of_length_k(s, k)
print(result)
```  "
Write a function to find the occurrence and position of the substrings within a string. Return None if there is no match.,"```python
def find_substring_positions(string, substring):
    positions = []
    idx = string.find(substring)
    
    while idx != -1:
        positions.append(idx)
        idx = string.find(substring, idx + 1)
    
    if not positions:
        return None
    else:
        return positions

# Example usage
string = ""hello world hello hello hello""
substring = ""hello""
print(find_substring_positions(string, substring))  # Output: [0, 12, 18, 24]
```"
Write a python function to check whether every odd index contains odd numbers of a given list.,"```python
def odd_index_contains_odd_numbers(lst):
    for i in range(1, len(lst), 2):
        if lst[i] % 2 == 0:
            return False
    return True
```"
Write a function to count those characters which have vowels as their neighbors in the given string.,"```python
def count_vowel_neighbors(s):
    vowels = set('aeiouAEIOU')
    count = 0
    for i in range(1, len(s) - 1):
        if s[i] in vowels and (s[i-1] in vowels or s[i+1] in vowels):
            count += 1
    return count

# Example usage
print(count_vowel_neighbors(""hello""))  # Output: 1
```"
Write a python function to find the sum of non-repeated elements in a given list.,"```python
def sum_non_repeated_elements(lst):
    non_repeated_elements = [x for x in lst if lst.count(x) == 1]
    return sum(non_repeated_elements)

# Test the function
test_list = [3, 5, 7, 3, 8, 5]
result = sum_non_repeated_elements(test_list)
print(result)
```"
Write a function to pack consecutive duplicates of a given list elements into sublists.,"def pack_duplicates(lst):
    packed_list = []
    current_element = None
    current_sublist = []

    for elem in lst:
        if elem == current_element:
            current_sublist.append(elem)
        else:
            if current_sublist:
                packed_list.append(current_sublist)
            current_sublist = [elem]
            current_element = elem
            
    if current_sublist:
        packed_list.append(current_sublist)

    return packed_list

# Example usage
result = pack_duplicates([1, 1, 2, 3, 3, 3, 4, 5, 5, 5, 5])
print(result)"
"Write a function to count the number of lists within a list. The function should return a dictionary, where every list is turned to a tuple, and the value of the tuple is the number of its occurrences.","```python
def count_lists(lst):
    count_dict = {}
    
    for item in lst:
        if isinstance(item, list):
            tpl = tuple(item)
            count_dict[tpl] = count_dict.get(tpl, 0) + 1
    
    return count_dict
```"
Write a function to find the combinations of sums with tuples in the given tuple list. https://www.geeksforgeeks.org/python-combinations-of-sum-with-tuples-in-tuple-list/,"```python
from itertools import combinations

def find_combinations(tuples_list, target_sum):
    result = []
    
    for i in range(2, len(tuples_list)+1):
        for combo in combinations(tuples_list, i):
            if sum(combo) == target_sum:
                result.append(combo)
    
    return result

# Example usage
tuples_list = [(1, 2), (3, 4), (5, 6), (7, 8)]
target_sum = 7
print(find_combinations(tuples_list, target_sum))
```"
Write a python function to check whether the count of divisors is even. https://www.w3resource.com/python-exercises/basic/python-basic-1-exercise-24.php,"def is_even_num_of_divisors(num):
    count = 0
    i = 1
    while i <= num:
        if num % i == 0:
            count += 1
        i += 1
    return count % 2 == 0

# Test the function
print(is_even_num_of_divisors(6))  # True (2, 3 are divisors)
print(is_even_num_of_divisors(12))  # False (2, 3, 4, 6 are divisors)"
Write a python function to find the sum of all odd length subarrays. https://www.geeksforgeeks.org/sum-of-all-odd-length-subarrays/,"```python
def sumOddLengthSubarrays(arr):
    result = 0
    n = len(arr)
    
    for i in range(n):
        for j in range(i, n, 2):
            result += sum(arr[i:j+1])
    
    return result

# Example
print(sumOddLengthSubarrays([1, 4, 2, 5, 3]))
```"
Write a function to convert rgb color to hsv color. https://www.geeksforgeeks.org/program-change-rgb-color-model-hsv-color-model/,"```python
def rgb_to_hsv(red, green, blue):
    r = red / 255.0
    g = green / 255.0
    b = blue / 255.0
    
    max_color = max(r, g, b)
    min_color = min(r, g, b)
    
    v = max_color
    
    if max_color == 0:
        s = 0
    else:
        s = (max_color - min_color) / max_color
    
    if max_color == min_color:
        h = 0
    elif max_color == r:
        h = 60 * (0 + (g - b) / (max_color - min_color))
    elif max_color == g:
        h = 60 * (2 + (b - r) / (max_color - min_color))
    elif max_color == b:
        h = 60 * (4 + (r - g) / (max_color - min_color))
        
    if h < 0:
        h += 360
        
    return round(h, 2), round(s, 2), round(v, 2)

# Example usage
r = 255
g = 0
b = 0
h, s, v = rgb_to_hsv(r, g, b)
print(""HSV values for RGB({}, {}, {}): H={}, S={}, V={}"".format(r, g, b, h, s, v))
```"
Write a function to find the product of first even and odd number of a given list.,"```python
def product_of_first_even_and_odd(numbers):
    even_numbers = [num for num in numbers if num % 2 == 0]
    odd_numbers = [num for num in numbers if num % 2 != 0]

    if len(even_numbers) == 0 or len(odd_numbers) == 0:
        return None

    return even_numbers[0] * odd_numbers[0]
```"
Write a function to convert tuple string to integer tuple.,"def convert_tuple_string_to_integer_tuple(tuple_str):
    return tuple(map(int, tuple_str.strip('()').split(',')))"
Write a function to locate the right insertion point for a specified value in sorted order.,"```python
def find_insertion_point(arr, value):
    low, high = 0, len(arr) - 1
    
    while low <= high:
        mid = (low + high) // 2
        if arr[mid] == value:
            return mid
        elif arr[mid] < value:
            low = mid + 1
        else:
            high = mid - 1
            
    return low

# Example usage:
sorted_arr = [1, 3, 5, 7, 9]
value = 8
insertion_point = find_insertion_point(sorted_arr, value)
print(insertion_point)
```"
Write a function that matches a string that has an a followed by three 'b'.,"```python
import re

def match_pattern(text):
    pattern = r'ab{3}'
    if re.search(pattern, text):
        return True
    else:
        return False

# Example usage
text = ""abbbb""
match = match_pattern(text)
print(match)
```"
Write a function to create a new tuple from the given string and list.,"```python
def create_tuple(s, l):
    return tuple([s] + l)

# Example usage
my_string = 'hello'
my_list = [1, 2, 3]
new_tuple = create_tuple(my_string, my_list)
print(new_tuple)
```"
Write a python function to check whether every even index contains even numbers of a given list.,"```python
def check_even_index(list):
    for i in range(0, len(list), 2):
        if list[i] % 2 != 0:
            return False
    return True

# Test the function
test_list1 = [2, 4, 6, 8, 10]
test_list2 = [2, 3, 6, 8, 9]
print(check_even_index(test_list1))  # Output: True
print(check_even_index(test_list2))  # Output: False
```"
