Prompt,Response
Write a python function to calculate the product of the unique numbers in a given list.,"""""""

def product_unique_numbers(numbers):
    unique_numbers = set(numbers)
    product = 1
    for number in unique_numbers:
        product *= number
    return product"
Write a function to find the surface area of a cylinder.,"""""""
def cylinder_surface_area(radius, height):
    return 2 * 3.14 * radius * (radius + height)"
Write a python function to check whether a list is sublist of another or not.,"""""""

def is_sublist(list1, list2):
    for i in range(len(list2) - len(list1) + 1):
        if list1 == list2[i:i+len(list1)]:
            return True
    return False"
Write a python function to find the last digit in factorial of a given number.,"""""""

def last_digit_factorial(n):
    if n == 0:
        return 1
    else:
        result = 1
        for i in range(1, n+1):
            result *= i
        return result % 10"
Write a function to interleave 3 lists of the same length into a single flat list.,"""""""

def interleave_lists(list1, list2, list3):
    result = []
    for i in range(len(list1)):
        result.append(list1[i])
        result.append(list2[i])
        result.append(list3[i])
    return result"
Write a function to find the dissimilar elements in the given two tuples.,"""""""
def dissimilar_elements(tuple1, tuple2):
    dissimilar_elements = []
    for element in tuple1:
        if element not in tuple2:
            dissimilar_elements.append(element)
    for element in tuple2:
        if element not in tuple1:
            dissimilar_elements.append(element)
    return dissimilar_elements"
Write a function to remove uneven elements in the nested mixed tuple.,"""""""

def remove_uneven_elements(tuple):
    new_tuple = ()
    for item in tuple:
        if type(item) == tuple:
            new_tuple += (remove_uneven_elements(item),)
        elif type(item) == int and item % 2 == 0:
            new_tuple += (item,)
    return new_tuple"
Write a python function to find the surface area of a square pyramid with a given base edge and height.,"""""""

def surface_area_square_pyramid(base_edge, height):
    base_area = base_edge * base_edge
    lateral_area = 4 * base_edge * height
    surface_area = base_area + lateral_area
    return surface_area"
Write a function to check if a dictionary is empty,"or not.
""""""

def is_empty(dictionary):
    if len(dictionary) == 0:
        return True
    else:
        return False"
Write a function which returns nth catalan number.,"""""""

def catalan(n):
    if n == 0:
        return 1
    else:
        return (2*(2*n-1)/(n+1))*catalan(n-1)

print(catalan(5))"
Write a function to find the first adverb ending with ly and its positions in a given string.,"""""""

def find_adverb(string):
    words = string.split()
    for i, word in enumerate(words):
        if word.endswith('ly'):
            return word, i
    return None, None

string = ""I am very excited to learn Python.""
adverb, position = find_adverb(string)
print(adverb, position)"
Write a function to find the n most expensive items in a given dataset.,"""""""

def find_most_expensive_items(data, n):
    sorted_data = sorted(data, key=lambda x: x['price'], reverse=True)
    return sorted_data[:n]"
Write a python function to split a list at the nth eelment and add the first part to the end.,"""""""
def split_list(lst, n):
    return lst[n:] + lst[:n]"
Write a function to convert a list to a tuple.,"""""""

def list_to_tuple(lst):
    return tuple(lst)"
Write a python function to find the difference between largest and smallest value in a given list.,"""""""

def find_difference(lst):
    return max(lst) - min(lst)"
Write a function to find perfect squares between two given numbers.,"""""""

def perfect_squares(a, b):
    squares = []
    for i in range(a, b+1):
        if (i**0.5).is_integer():
            squares.append(i)
    return squares"
Write a function to convert polar coordinates to rectangular coordinates.,"""""""

def polar_to_rectangular(r, theta):
    x = r * math.cos(theta)
    y = r * math.sin(theta)
    return (x, y)"
Write a python function to interchange the first and last elements in a list.,"""""""

def interchange_first_last(lst):
    lst[0], lst[-1] = lst[-1], lst[0]
    return lst"
Write a python function to find the sum of the product of consecutive binomial co-efficients.,"""""""

def sum_product_binomial_coefficients(n):
    sum = 0
    for i in range(n+1):
        sum += binomial_coefficient(n, i) * binomial_coefficient(n, i+1)
    return sum

def binomial_coefficient(n, k):
    if k == 0 or k == n:
        return 1
    else:
        return binomial_coefficient(n-1, k-1) + binomial_coefficient(n-1, k)"
Write a function to remove leading zeroes from an ip address.,"""""""

def remove_leading_zeroes(ip):
    ip_list = ip.split('.')
    for i in range(len(ip_list)):
        ip_list[i] = str(int(ip_list[i]))
    return '.'.join(ip_list)"
Write a function to find the difference of the first even and first odd number of a given list.,"""""""

def find_difference(lst):
    even_num = None
    odd_num = None
    for num in lst:
        if num % 2 == 0:
            even_num = num
        else:
            odd_num = num
        if even_num and odd_num:
            break
    return even_num - odd_num"
Write a python function to count minimum number of swaps required to convert one binary number represented as a string to another.,"""""""
def minSwaps(s1, s2):
    count = 0
    for i in range(len(s1)):
        if s1[i] != s2[i]:
            count += 1
    return count"
Write a function to find the size in bytes of the given tuple.,"""""""

def tuple_size(tuple):
    return sum(map(lambda x: sys.getsizeof(x), tuple))"
Write a function to find kth element from the given two sorted arrays.,"""""""
def find_kth_element(arr1, arr2, k):
    # Initialize two pointers to the start of the arrays
    i = 0
    j = 0

    # Initialize the result
    result = None

    # Iterate through the arrays until we reach the kth element
    while i + j < k:
        # If the first array is empty, return the kth element from the second array
        if i == len(arr1):
            result = arr2[j + k - i - 1]
            break
        # If the second array is empty, return the kth element from the first array
        elif j == len(arr2):
            result = arr1[i + k - j - 1]
            break
        # Compare the elements at the current indices of the arrays
        elif arr1[i] < arr2[j]:
            result = arr1[i]
            i += 1
        else:
            result = arr2[j]
            j += 1

    return result"
Write a function to check whether the given number is armstrong or not.,"""""""

def is_armstrong(num):
    num_str = str(num)
    num_len = len(num_str)
    sum = 0
    for digit in num_str:
        sum += int(digit)**num_len
    if sum == num:
        return True
    else:
        return False"
Write a function to find sum and average of first n natural numbers.,"""""""

def sum_and_average(n):
    sum = 0
    for i in range(1, n+1):
        sum += i
    average = sum / n
    return sum, average"
Write a python function to check whether the given number is even or not.,"""""""

def is_even(num):
    if num % 2 == 0:
        return True
    else:
        return False"
Write a python function to find the first repeated character in a given string.,"""""""
def first_repeated_character(string):
    seen = set()
    for char in string:
        if char in seen:
            return char
        else:
            seen.add(char)
    return None"
Write a function to get all lucid numbers smaller than or equal to a given integer.,"""""""

def get_lucid_numbers(n):
    lucid_numbers = []
    for i in range(1, n+1):
        if is_lucid(i):
            lucid_numbers.append(i)
    return lucid_numbers

def is_lucid(n):
    if n == 1:
        return True
    elif n % 2 == 0:
        return is_lucid(n/2)
    else:
        return is_lucid((n-1)/2)

print(get_lucid_numbers(10))"
Write a function to reverse words seperated by spaces in a given string.,"""""""

def reverse_words(string):
    words = string.split()
    reversed_words = words[::-1]
    return "" "".join(reversed_words)"
Write a function to check if the given integer is a prime number.,"""""""

def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, n):
        if n % i == 0:
            return False
    return True"
Write a function to convert degrees to radians.,"""""""

def degrees_to_radians(degrees):
    return degrees * (math.pi / 180)"
"Write a function to search a string for a regex pattern. The function should return the matching subtring, a start index and an end index.","""""""

def search_regex(string, pattern):
    match = re.search(pattern, string)
    if match:
        return match.group(), match.start(), match.end()
    else:
        return None, None, None"
Write a python function to find nth bell number.,"""""""

def bell_number(n):
    bell = [[0 for i in range(n+1)] for j in range(n+1)]
    bell[0][0] = 1
    for i in range(1, n+1):
        bell[i][0] = bell[i-1][i-1]
        for j in range(1, i+1):
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]
    return bell[n][0]

if __name__ == '__main__':
    n = 5
    print(bell_number(n))"
"Write a python function which takes a list and returns a list with the same elements, but the k'th element removed.","""""""
def remove_kth_element(lst, k):
    return lst[:k] + lst[k+1:]"
Write a function which given a matrix represented as a list of lists returns the max of the n'th column.,"""""""

def max_column(matrix, n):
    max_val = matrix[0][n]
    for row in matrix:
        if row[n] > max_val:
            max_val = row[n]
    return max_val"
"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.","""""""

def split_list(list_of_lists):
    first_list = []
    second_list = []
    for sublist in list_of_lists:
        first_list.append(sublist[0])
        second_list.append(sublist[1])
    return [first_list, second_list]"
Write a function to find the cumulative sum of all the values that are present in the given tuple list.,"""""""

def cumulative_sum(tuple_list):
    cumulative_sum = 0
    for tup in tuple_list:
        cumulative_sum += tup[0] * tup[1]
    return cumulative_sum"
Write a function which takes a tuple of tuples and returns the average value for each tuple as a list.,"""""""

def average_tuple(tuple_of_tuples):
    result = []
    for tuple_ in tuple_of_tuples:
        result.append(sum(tuple_) / len(tuple_))
    return result"
Write a function which takes two tuples of the same length and performs the element wise modulo.,"""""""

def tuple_modulo(tuple1, tuple2):
    return tuple(map(lambda x, y: x % y, tuple1, tuple2))"
"Write a function to check for the number of jumps required of given length to reach a point of form (d, 0) from origin in a 2d plane.","""""""

def jumps(d):
    jumps = 0
    while d > 0:
        if d % 2 == 0:
            d = d // 2
        else:
            d = d - 1
        jumps += 1
    return jumps"
Write a function to divide two lists element wise.,"""""""

def divide_lists(list1, list2):
    result = []
    for i in range(len(list1)):
        result.append(list1[i] / list2[i])
    return result"
Write a function to move all the numbers to the end of the given string.,"""""""
def move_numbers_to_end(string):
    result = """"
    numbers = """"
    for char in string:
        if char.isdigit():
            numbers += char
        else:
            result += char
    return result + numbers"
Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.,"""""""

def largest_subset(nums):
    # sort the list in descending order
    nums.sort(reverse=True)
    # initialize the result
    result = [nums[0]]
    # loop through the list
    for num in nums[1:]:
        # check if the number is divisible by the last number in the result
        if all(num % result[-1] == 0 for result_num in result):
            # if it is, add it to the result
            result.append(num)
    # return the size of the result
    return len(result)"
Write a function to find the median of two sorted lists of same size.,"""""""

def find_median(list1, list2):
    merged_list = list1 + list2
    merged_list.sort()
    n = len(merged_list)
    if n % 2 == 0:
        return (merged_list[n//2] + merged_list[n//2 - 1]) / 2
    else:
        return merged_list[n//2]"
Write a function to compute the n-th power of each number in a list.,"""""""

def power_list(numbers, n):
    return [num**n for num in numbers]"
Write a python function to convert a given string to uppercase.,"""""""

def to_uppercase(string):
    return string.upper()"
Write a python function to interchange the first and last element in a given list.,"""""""

def interchange_first_last(lst):
    lst[0], lst[-1] = lst[-1], lst[0]
    return lst"
Write a python function to find the area of the largest triangle that can be inscribed in a semicircle with a given radius.,"""""""

def largest_triangle_area(radius):
    area = (radius**2) * 3.14 / 2
    return area"
Write a python function to find the smallest missing number from a sorted list of natural numbers.,"""""""

def find_smallest_missing_number(nums):
    # Initialize the missing number to 1
    missing_number = 1
    # Iterate through the list
    for num in nums:
        # If the current number is equal to the missing number, increment the missing number
        if num == missing_number:
            missing_number += 1
    # Return the missing number
    return missing_number"
Write a function to replace all spaces in the given string with '%20'.,"""""""

def replace_spaces(string):
    return string.replace(' ', '%20')"
Write a python function to find even numbers from a list of numbers.,"""""""

def find_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
Write a function to extract all the adjacent coordinates of the given coordinate tuple.,"""""""

def adjacent_coordinates(coordinate):
    x, y = coordinate
    adjacent_coords = [(x-1, y), (x+1, y), (x, y-1), (x, y+1)]
    return adjacent_coords"
Write a function to replace whitespaces with an underscore and vice versa in a given string.,"""""""

def replace_whitespaces(string):
    new_string = """"
    for char in string:
        if char == "" "":
            new_string += ""_""
        else:
            new_string += char
    return new_string

def replace_underscores(string):
    new_string = """"
    for char in string:
        if char == ""_"":
            new_string += "" ""
        else:
            new_string += char
    return new_string"
Write a python function to move all zeroes to the end of the given list.,"""""""
def move_zeroes(nums):
    i = 0
    for j in range(len(nums)):
        if nums[j] != 0:
            nums[i] = nums[j]
            i += 1
    for k in range(i, len(nums)):
        nums[k] = 0
    return nums"
Write a python function to find the sum of xor of all pairs of numbers in the given list.,"""""""
def xor_sum(nums):
    sum = 0
    for i in range(len(nums)):
        for j in range(i+1, len(nums)):
            sum += nums[i] ^ nums[j]
    return sum"
Write a function to sort the given list.,"""""""

def sort_list(list):
    list.sort()
    return list"
Write a function to check whether the given amount has no profit and no loss,".
""""""

def check_profit_loss(amount):
    if amount > 0:
        return ""Profit""
    elif amount < 0:
        return ""Loss""
    else:
        return ""No profit or loss"""
Write a function to calculate the wind chill index rounded to the next integer given the wind velocity in km/h and a temperature in celsius.,"The formula for the wind chill index is:

wci = 13.12 + 0.6215 * t - 11.37 * v^0.16 + 0.3965 * t * v^0.16

where t is the temperature in celsius and v is the wind velocity in km/h.

def wind_chill_index(t, v):
    wci = 13.12 + 0.6215 * t - 11.37 * v**0.16 + 0.3965 * t * v**0.16
    return round(wci)"
Write a function to sum the length of the names of a given list of names after removing the names that start with a lowercase letter.,"""""""

def sum_length_of_names(names):
    total = 0
    for name in names:
        if name[0].isupper():
            total += len(name)
    return total"
Write a function to remove the parenthesis and what is inbetween them from a string.,"""""""

def remove_parenthesis(string):
    return string.replace(""("", """").replace("")"", """")"
Write a function to find the nth nonagonal number.,"""""""

def nth_nonagonal_number(n):
    return n * (3 * n - 2)"
"Write a function that checks if a strings contains 'z', except at the start and end of the word.","""""""

def contains_z(string):
    if string[0] == 'z' or string[-1] == 'z':
        return False
    else:
        return 'z' in string[1:-1]"
Write a python function to reverse an array upto a given position.,"""""""

def reverse_array(arr, k):
    start = 0
    end = k
    while start < end:
        arr[start], arr[end] = arr[end], arr[start]
        start += 1
        end -= 1
    return arr"
Write a function to add a dictionary to the tuple. The output should be a tuple.,"""""""
def add_dict_to_tuple(tuple, dictionary):
    tuple += (dictionary,)
    return tuple"
"Given a square matrix of size N*N given as a list of lists, where each cell is associated with a specific cost. A path is defined as a specific sequence of cells that starts from the top-left cell move only right or down and ends on bottom right cell. We want to find a path with the maximum average over all existing paths. Average is computed as total cost divided by the number of cells visited in the path.","""""""

def max_average_path(matrix):
    n = len(matrix)
    dp = [[0 for _ in range(n)] for _ in range(n)]
    dp[0][0] = matrix[0][0]
    for i in range(1, n):
        dp[0][i] = dp[0][i-1] + matrix[0][i]
        dp[i][0] = dp[i-1][0] + matrix[i][0]
    for i in range(1, n):
        for j in range(1, n):
            dp[i][j] = max(dp[i-1][j], dp[i][j-1]) + matrix[i][j]
    return dp[n-1][n-1] / (n*n)"
"The input is given as - a dictionary with a student name as a key and a tuple of float (student_height, student_weight) as a value, - minimal height, - minimal weight. Write a function to filter students that have height and weight above the minimum.","""""""

def filter_students(students, min_height, min_weight):
    filtered_students = {}
    for name, (height, weight) in students.items():
        if height > min_height and weight > min_weight:
            filtered_students[name] = (height, weight)
    return filtered_students"
The input is defined as two lists of the same length. Write a function to count indices where the lists have the same values.,"""""""

def count_same_values(list1, list2):
    count = 0
    for i in range(len(list1)):
        if list1[i] == list2[i]:
            count += 1
    return count"
Write a function that takes base and power as arguments and calculate the sum of all digits of the base to the specified power.,"""""""

def power_sum(base, power):
    result = 1
    for i in range(power):
        result *= base
    sum = 0
    while result > 0:
        sum += result % 10
        result //= 10
    return sum

print(power_sum(2, 1000))"
"Write a function to extract values between quotation marks "" "" of the given string.","""""""
def extract_quotation_marks(string):
    result = []
    start_index = string.find('""')
    while start_index != -1:
        end_index = string.find('""', start_index + 1)
        result.append(string[start_index + 1:end_index])
        start_index = string.find('""', end_index + 1)
    return result"
"Write a function that takes as input a tuple of numbers (t_1,...,t_{N+1}) and returns a tuple of length N where the i-th element of the tuple is equal to t_i * t_{i+1}.","""""""

def product_tuple(t):
    return tuple([t[i] * t[i+1] for i in range(len(t)-1)])"
"Write a function takes as input two lists [a_1,...,a_n], [b_1,...,b_n] and returns [a_1+b_1,...,a_n+b_n].","""""""

def add_lists(list1, list2):
    result = []
    for i in range(len(list1)):
        result.append(list1[i] + list2[i])
    return result"
Write a function to remove consecutive duplicates of a given list.,"""""""

def remove_consecutive_duplicates(lst):
    new_lst = []
    for i in range(len(lst)):
        if i == 0 or lst[i] != lst[i-1]:
            new_lst.append(lst[i])
    return new_lst"
Write a function to find the lateral surface area of a cone given radius r and the height h.,"""""""
def cone_lateral_surface_area(r, h):
    return 3.14 * r * (r + (h**2 + r**2)**0.5)"
"Write a function to replace all occurrences of spaces, commas, or dots with a colon.","""""""

def replace_spaces_commas_dots(string):
    return string.replace("" "", "":"").replace("","", "":"").replace(""."", "":"")"
Write a function to find the index of the first occurrence of a given number in a sorted array.,"""""""

def find_index(arr, num):
    low = 0
    high = len(arr) - 1
    while low <= high:
        mid = (low + high) // 2
        if arr[mid] == num:
            if mid == 0 or arr[mid - 1] != num:
                return mid
            else:
                high = mid - 1
        elif arr[mid] > num:
            high = mid - 1
        else:
            low = mid + 1
    return -1"
Write a python function to find sum of products of all possible sublists of a given list. https://www.geeksforgeeks.org/sum-of-products-of-all-possible-subarrays/,"""""""
def sum_of_products(arr):
    n = len(arr)
    sum = 0
    for i in range(n):
        for j in range(i, n):
            product = 1
            for k in range(i, j+1):
                product *= arr[k]
            sum += product
    return sum

arr = [1, 2, 3]
print(sum_of_products(arr))"
Write a python function to toggle bits of the number except the first and the last bit. https://www.geeksforgeeks.org/toggle-bits-number-expect-first-last-bits/,"""""""
def toggleBits(n):
    # toggle all bits except the first and the last bit
    mask = ~(1 << (n.bit_length() - 1))
    mask &= ~(1 << 0)
    return n ^ mask

# Driver code
n = 10
print(toggleBits(n))"
Write a function to locate the left insertion point for a specified value in sorted order. https://www.w3resource.com/python-exercises/data-structures-and-algorithms/python-data-structure-exercise-24.php,"""""""
def left_insertion_point(arr, x):
    left = 0
    right = len(arr) - 1
    while left <= right:
        mid = (left + right) // 2
        if arr[mid] < x:
            left = mid + 1
        else:
            right = mid - 1
    return left

arr = [1, 2, 3, 4, 5]
x = 3

print(left_insertion_point(arr, x))"
Write a function to check whether the given string is starting with a vowel or not using regex.,"""""""

import re

def is_starting_with_vowel(string):
    pattern = r'^[aeiouAEIOU]'
    return re.match(pattern, string)"
Write a function to calculate the geometric sum of n-1. https://www.w3resource.com/python-exercises/data-structures-and-algorithms/python-recursion-exercise-9.php,"""""""
def geometric_sum(n):
    if n == 0:
        return 0
    else:
        return 1 / (2 ** (n - 1)) + geometric_sum(n - 1)"
Write a python function to find the index of smallest triangular number with n digits. https://www.geeksforgeeks.org/index-of-smallest-triangular-number-with-n-digits/,"""""""
def findIndex(n):
    # Initialize the index
    index = 0

    # Initialize the triangular number
    triangular_number = 0

    # Loop until the triangular number has n digits
    while len(str(triangular_number)) < n:
        index += 1
        triangular_number += index

    # Return the index
    return index

# Driver code
n = 3
print(findIndex(n))"
Write a function to convert the given tuple to a key-value dictionary using adjacent elements. https://www.geeksforgeeks.org/python-convert-tuple-to-adjacent-pair-dictionary/,"""""""
def tuple_to_dict(tuple):
    dict = {}
    for i in range(0, len(tuple), 2):
        dict[tuple[i]] = tuple[i+1]
    return dict"
Write a python function to check whether all the characters are same or not.,"""""""

def check_same_characters(string):
    for i in range(len(string)-1):
        if string[i] != string[i+1]:
            return False
    return True"
Write a function to caluclate the area of a tetrahedron.,"""""""

def tetrahedron_area(a):
    return (a**2 * 3**0.5) / 4"
Write a function to rotate a given list by specified number of items to the right direction. https://www.geeksforgeeks.org/python-program-right-rotate-list-n/,"""""""
def rightRotate(arr, n, k):
    k = k % n
    for i in range(0, k):
        temp = arr[n-1]
        for j in range(n-1, 0, -1):
            arr[j] = arr[j-1]
        arr[0] = temp

arr = [1, 2, 3, 4, 5]
n = len(arr)
k = 2
rightRotate(arr, n, k)
print(arr)"
Write a function to check if the given tuple has any none value or not.,"""""""

def check_none(tuple):
    for item in tuple:
        if item is None:
            return True
    return False"
Write a function to find numbers within a given range from startnum ti endnum where every number is divisible by every digit it contains. https://www.w3resource.com/python-exercises/lambda/python-lambda-exercise-24.php,"""""""
def divisible_by_digits(startnum, endnum):
    result = []
    for num in range(startnum, endnum + 1):
        if all(num % int(digit) == 0 for digit in str(num)):
            result.append(num)
    return result

print(divisible_by_digits(1, 100))"
Write a function to find area of a sector. The function takes the radius and angle as inputs. Function should return None if the angle is larger than 360 degrees.,"""""""

def sector_area(radius, angle):
    if angle > 360:
        return None
    else:
        area = (radius**2) * (angle/360) * (math.pi/180)
        return area"
Write a function to find the longest common subsequence for the given three string sequence. https://www.geeksforgeeks.org/lcs-longest-common-subsequence-three-strings/,"""""""
def lcs_three_strings(str1, str2, str3):
    m = len(str1)
    n = len(str2)
    o = len(str3)
    lcs = [[[0 for k in range(o+1)] for j in range(n+1)] for i in range(m+1)]
    for i in range(m+1):
        for j in range(n+1):
            for k in range(o+1):
                if i == 0 or j == 0 or k == 0:
                    lcs[i][j][k] = 0
                elif str1[i-1] == str2[j-1] == str3[k-1]:
                    lcs[i][j][k] = lcs[i-1][j-1][k-1] + 1
                else:
                    lcs[i][j][k] = max(lcs[i-1][j][k], lcs[i][j-1][k], lcs[i][j][k-1])
    return lcs[m][n][o]

str1 = ""ABCD""
str2 = ""ABC""
str3 = ""AB""

print(lcs_three_strings(str1, str2, str3))"
Write a function to put spaces between words starting with capital letters in a given string.,"""""""

def add_spaces(string):
    result = """"
    for i in range(len(string)):
        if string[i].isupper() and i > 0:
            result += "" ""
        result += string[i]
    return result

print(add_spaces(""ThisIsAString""))"
Write a function to sort a given list of strings of numbers numerically. https://www.geeksforgeeks.org/python-sort-numeric-strings-in-a-list/,"""""""
def sort_numeric_strings(strings):
    strings.sort(key=lambda x: int(x))
    return strings

strings = ['10', '2', '1', '3']
print(sort_numeric_strings(strings))"
Write a function to add the given tuple to the given list.,"""""""
def add_tuple_to_list(list, tuple):
    list.append(tuple)
    return list"
Write a function to check if the given array represents min heap or not. https://www.geeksforgeeks.org/how-to-check-if-a-given-array-represents-a-binary-heap/,"""""""
def isMinHeap(arr, n):
    for i in range(n):
        if (i + 1) < n:
            if arr[i] > arr[i + 1]:
                return False
        if (i + 2) < n:
            if arr[i] > arr[i + 2]:
                return False
    return True"
"Write a function to find the nth jacobsthal number. https://www.geeksforgeeks.org/jacobsthal-and-jacobsthal-lucas-numbers/ 0, 1, 1, 3, 5, 11, 21, 43, 85, 171, 341, 683, 1365, 2731, ...","""""""

def jacobsthal(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return jacobsthal(n-1) + 2*jacobsthal(n-2)

print(jacobsthal(10))"
Write a function to find minimum k records from tuple list. https://www.geeksforgeeks.org/python-find-minimum-k-records-from-tuple-list/ - in this case a verbatim copy of test cases,"is provided.
""""""
def find_min_k_records(tuple_list, k):
    sorted_list = sorted(tuple_list, key=lambda x: x[1])
    return sorted_list[:k]

if __name__ == '__main__':
    tuple_list = [('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e', 5)]
    k = 3
    print(find_min_k_records(tuple_list, k))"
"We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.","""""""

def find_common_elements(l1, l2, l3):
    common_elements = []
    for i in range(len(l1)):
        if l1[i] == l2[i] and l1[i] == l3[i]:
            common_elements.append(l1[i])
    return common_elements"
Write a function to find the second smallest number in a list.,"""""""

def second_smallest(nums):
    smallest = float('inf')
    second_smallest = float('inf')
    for num in nums:
        if num < smallest:
            second_smallest = smallest
            smallest = num
        elif num < second_smallest and num != smallest:
            second_smallest = num
    return second_smallest"
Write a function that matches a string that has an 'a' followed by one or more 'b's. https://www.w3resource.com/python-exercises/re/python-re-exercise-3.php,"""""""
import re

def match_string(string):
    pattern = r'a[b]+'
    if re.search(pattern, string):
        return True
    else:
        return False"
Write a function to count the pairs of reverse strings in the given string list. https://www.geeksforgeeks.org/python-program-to-count-the-pairs-of-reverse-strings/,"""""""
def count_reverse_pairs(strings):
    count = 0
    for i in range(len(strings)):
        for j in range(i+1, len(strings)):
            if strings[i] == strings[j][::-1]:
                count += 1
    return count

strings = [""ab"", ""ba"", ""cd"", ""dc"", ""ef"", ""fe""]
print(count_reverse_pairs(strings))"
Write a function to count lists within a list. The function should return a dictionary where every list is converted to a tuple and the value of such tuple is the number of its occurencies in the original list.,"""""""

def count_lists(lst):
    d = {}
    for l in lst:
        if tuple(l) in d:
            d[tuple(l)] += 1
        else:
            d[tuple(l)] = 1
    return d"
Write a function to check whether a given string is a decimal number with a precision of 2.,"""""""

def is_decimal_number(string):
    try:
        float(string)
        return True
    except ValueError:
        return False"
Write a python function to check whether a list of numbers contains only one distinct element or not.,"""""""

def is_distinct(nums):
    distinct_nums = set(nums)
    return len(distinct_nums) == 1"
Write a function to check whether the given month number contains 30 days or not. Months are given as number from 1 to 12.,"""""""

def is_month_with_30_days(month):
    if month in [4, 6, 9, 11]:
        return True
    else:
        return False"
Write a python function to find the minimum difference between any two elements in a given array. https://www.geeksforgeeks.org/find-minimum-difference-pair/,"""""""
def min_difference(arr):
    arr.sort()
    min_diff = float('inf')
    for i in range(len(arr)-1):
        diff = arr[i+1] - arr[i]
        if diff < min_diff:
            min_diff = diff
    return min_diff"
Write a python function to count number of digits in a given string.,"""""""

def count_digits(string):
    count = 0
    for char in string:
        if char.isdigit():
            count += 1
    return count"
Write a function to find nth polite number. geeksforgeeks.org/n-th-polite-number/,"""""""
def nthPoliteNumber(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return nthPoliteNumber(n-1) + nthPoliteNumber(n-2)

print(nthPoliteNumber(5))"
Write a function to return a list of all pairs of consecutive items in a given list.,"""""""

def consecutive_pairs(lst):
    pairs = []
    for i in range(len(lst)-1):
        pairs.append((lst[i], lst[i+1]))
    return pairs"
"Write a python function to count the number of pairs whose sum is equal to ‘sum’. The funtion gets as input a list of numbers and the sum,","and returns the number of pairs.
""""""

def count_pairs(nums, sum):
    count = 0
    for i in range(len(nums)):
        for j in range(i+1, len(nums)):
            if nums[i] + nums[j] == sum:
                count += 1
    return count"
Write a python function to get the difference between two lists.,"""""""
def get_difference(list1, list2):
    difference = []
    for item in list1:
        if item not in list2:
            difference.append(item)
    return difference"
Write a python function to find the sum of fourth power of first n odd natural numbers.,"""""""

def sum_of_fourth_power_of_odd_numbers(n):
    sum = 0
    for i in range(1, n*2, 2):
        sum += i**4
    return sum"
Write a function to check if the given expression is balanced or not. https://www.geeksforgeeks.org/check-for-balanced-parentheses-in-an-expression/,"""""""
def is_balanced(expression):
    stack = []
    for char in expression:
        if char == '(':
            stack.append(char)
        elif char == ')':
            if len(stack) == 0:
                return False
            stack.pop()
    return len(stack) == 0"
Write a function to remove all the words with k length in the given string.,"""""""
def remove_words_with_k_length(string, k):
    words = string.split()
    new_words = []
    for word in words:
        if len(word) != k:
            new_words.append(word)
    return "" "".join(new_words)"
Write a function to find the occurrence and position of the substrings within a string. Return None if there is no match.,"""""""

def find_substrings(string, substrings):
    matches = []
    for substring in substrings:
        if substring in string:
            matches.append((substring, string.find(substring)))
    if matches:
        return matches
    else:
        return None"
Write a python function to check whether every odd index contains odd numbers of a given list.,"""""""

def check_odd_index_odd_numbers(lst):
    for i in range(1, len(lst), 2):
        if lst[i] % 2 == 0:
            return False
    return True"
Write a function to count those characters which have vowels as their neighbors in the given string.,"""""""
def count_vowel_neighbors(string):
    count = 0
    for i in range(len(string)-1):
        if string[i] in ""aeiou"" and string[i+1] in ""aeiou"":
            count += 1
    return count"
Write a python function to find the sum of non-repeated elements in a given list.,"""""""

def sum_non_repeated_elements(lst):
    """"""
    Find the sum of non-repeated elements in a given list.
    """"""
    seen = set()
    total = 0
    for num in lst:
        if num not in seen:
            total += num
            seen.add(num)
    return total"
Write a function to pack consecutive duplicates of a given list elements into sublists.,"""""""

def pack_duplicates(lst):
    result = []
    current_sublist = []
    for item in lst:
        if not current_sublist or item == current_sublist[-1]:
            current_sublist.append(item)
        else:
            result.append(current_sublist)
            current_sublist = [item]
    result.append(current_sublist)
    return result"
"Write a function to count the number of lists within a list. The function should return a dictionary, where every list is turned to a tuple, and the value of the tuple is the number of its occurrences.","""""""

def count_lists(lst):
    counts = {}
    for item in lst:
        if isinstance(item, list):
            item = tuple(item)
        if item in counts:
            counts[item] += 1
        else:
            counts[item] = 1
    return counts"
Write a function to find the combinations of sums with tuples in the given tuple list. https://www.geeksforgeeks.org/python-combinations-of-sum-with-tuples-in-tuple-list/,"""""""
def combinations_of_sum_with_tuples(tuple_list):
    result = []
    for i in range(len(tuple_list)):
        for j in range(i+1, len(tuple_list)):
            result.append((tuple_list[i], tuple_list[j]))
    return result"
